Sr. No,Semester,Course Code,Course Title,Credit Hours,Grade,Grade Point,SGPA,CGPA,Warning
590,Spring 2018,SS122,English Composition,3,A-,3.67,2.33,2.47,0
590,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
590,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
591,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
591,Fall 2017,CL118,Programming Fundamentals - Lab,1,B,3,2.61,2.61,0
591,Spring 2018,CL217,Computer Programming Lab,1,B-,2.67,2.49,2.55,0
591,Fall 2017,CS118,Programming Fundamentals,3,C-,1.67,2.61,2.61,0
591,Fall 2018,CS201,Data Structures,3,D+,1.33,2.64,2.72,0
591,Spring 2018,CS217,Computer Programming,3,D+,1.33,2.49,2.55,0
591,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
591,Fall 2017,EE182,Basic Electronics,3,C+,2.33,2.61,2.61,0
591,Spring 2018,EE227,Digital Logic Design,3,B,3,2.49,2.55,0
591,Spring 2018,EL227,Digital Logic Design - Lab,1,A-,3.67,2.49,2.55,0
591,Fall 2017,MT104,Linear Algebra,3,C+,2.33,2.61,2.61,0
591,Fall 2017,MT119,Calculus and Analytical Geometry,3,B-,2.67,2.61,2.61,0
591,Spring 2018,MT224,Differential Equations (Cal II),3,C-,1.67,2.49,2.55,0
591,Fall 2017,SL101,English Language Lab,1,B+,3.33,2.61,2.61,0
591,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
591,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
591,Fall 2017,SS101,English Language,3,A-,3.67,2.61,2.61,0
591,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
591,Spring 2018,SS113,Pakistan Studies,3,B,3,2.49,2.55,0
591,Spring 2018,SS122,English Composition,3,B,3,2.49,2.55,0
591,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
591,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
592,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
592,Fall 2017,CL118,Programming Fundamentals - Lab,1,A,4,3.23,3.23,0
592,Spring 2018,CL217,Computer Programming Lab,1,A-,3.67,3.41,3.32,0
592,Fall 2017,CS118,Programming Fundamentals,3,A,4,3.23,3.23,0
592,Fall 2018,CS201,Data Structures,3,B+,3.33,3.56,3.4,0
592,Spring 2018,CS217,Computer Programming,3,A-,3.67,3.41,3.32,0
592,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
592,Fall 2017,EE182,Basic Electronics,3,C+,2.33,3.23,3.23,0
592,Spring 2018,EE227,Digital Logic Design,3,B,3,3.41,3.32,0
592,Spring 2018,EL227,Digital Logic Design - Lab,1,C+,2.33,3.41,3.32,0
592,Fall 2017,MT104,Linear Algebra,3,C+,2.33,3.23,3.23,0
592,Fall 2017,MT119,Calculus and Analytical Geometry,3,B,3,3.23,3.23,0
592,Spring 2018,MT224,Differential Equations (Cal II),3,B-,2.67,3.41,3.32,0
592,Fall 2017,SL101,English Language Lab,1,A,4,3.23,3.23,0
592,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
592,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
592,Fall 2017,SS101,English Language,3,A,4,3.23,3.23,0
592,Spring 2018,SS111,Islamic and Religious Studies,3,A,4,3.41,3.32,0
592,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
592,Spring 2018,SS122,English Composition,3,A,4,3.41,3.32,0
592,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
592,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
593,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
593,Fall 2017,CL118,Programming Fundamentals - Lab,1,C+,2.33,2.65,2.65,0
593,Spring 2018,CL217,Computer Programming Lab,1,B,3,2.94,2.79,0
593,Fall 2017,CS118,Programming Fundamentals,3,C-,1.67,2.65,2.65,0
593,Fall 2018,CS201,Data Structures,3,B-,2.67,3.42,2.99,0
593,Spring 2018,CS217,Computer Programming,3,C,2,2.94,2.79,0
593,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
593,Fall 2017,EE182,Basic Electronics,3,C+,2.33,2.65,2.65,0
593,Spring 2018,EE227,Digital Logic Design,3,B-,2.67,2.94,2.79,0
593,Spring 2018,EL227,Digital Logic Design - Lab,1,B,3,2.94,2.79,0
593,Fall 2017,MT104,Linear Algebra,3,B,3,2.65,2.65,0
593,Fall 2017,MT119,Calculus and Analytical Geometry,3,C,2,2.65,2.65,0
593,Spring 2018,MT224,Differential Equations (Cal II),3,B,3,2.94,2.79,0
593,Fall 2017,SL101,English Language Lab,1,A-,3.67,2.65,2.65,0
593,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
593,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
593,Fall 2017,SS101,English Language,3,A,4,2.65,2.65,0
593,Spring 2018,SS111,Islamic and Religious Studies,3,A-,3.67,2.94,2.79,0
593,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
593,Spring 2018,SS122,English Composition,3,B+,3.33,2.94,2.79,0
593,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
593,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
594,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
594,Fall 2017,CL118,Programming Fundamentals - Lab,1,A-,3.67,3.37,3.37,0
594,Spring 2018,CL217,Computer Programming Lab,1,A,4,3.25,3.31,0
594,Fall 2017,CS118,Programming Fundamentals,3,A,4,3.37,3.37,0
594,Fall 2018,CS201,Data Structures,3,B,3,3.04,3.23,0
594,Spring 2018,CS217,Computer Programming,3,B+,3.33,3.25,3.31,0
594,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
594,Fall 2017,EE182,Basic Electronics,3,B+,3.33,3.37,3.37,0
594,Spring 2018,EE227,Digital Logic Design,3,B,3,3.25,3.31,0
594,Spring 2018,EL227,Digital Logic Design - Lab,1,B+,3.33,3.25,3.31,0
594,Fall 2017,MT104,Linear Algebra,3,B-,2.67,3.37,3.37,0
594,Fall 2017,MT119,Calculus and Analytical Geometry,3,B,3,3.37,3.37,0
594,Spring 2018,MT224,Differential Equations (Cal II),3,B+,3.33,3.25,3.31,0
594,Fall 2017,SL101,English Language Lab,1,A-,3.67,3.37,3.37,0
594,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
594,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
594,Fall 2017,SS101,English Language,3,A-,3.67,3.37,3.37,0
594,Spring 2018,SS111,Islamic and Religious Studies,3,A,4,3.25,3.31,0
594,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
594,Spring 2018,SS122,English Composition,3,C+,2.33,3.25,3.31,0
594,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
594,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
595,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
595,Fall 2017,CL118,Programming Fundamentals - Lab,1,B+,3.33,3.18,3.18,0
595,Spring 2018,CL217,Computer Programming Lab,1,B,3,2.9,3.04,0
595,Fall 2017,CS118,Programming Fundamentals,3,B,3,3.18,3.18,0
595,Fall 2018,CS201,Data Structures,3,A-,3.67,2.83,2.97,0
595,Spring 2018,CS217,Computer Programming,3,B,3,2.9,3.04,0
595,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
595,Fall 2017,EE182,Basic Electronics,3,B-,2.67,3.18,3.18,0
595,Spring 2018,EE227,Digital Logic Design,3,B,3,2.9,3.04,0
595,Spring 2018,EL227,Digital Logic Design - Lab,1,B+,3.33,2.9,3.04,0
595,Fall 2017,MT104,Linear Algebra,3,B,3,3.18,3.18,0
595,Fall 2017,MT119,Calculus and Analytical Geometry,3,B,3,3.18,3.18,0
595,Spring 2018,MT224,Differential Equations (Cal II),3,B-,2.67,2.9,3.04,0
595,Fall 2017,SL101,English Language Lab,1,A-,3.67,3.18,3.18,0
595,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
595,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
595,Fall 2017,SS101,English Language,3,A,4,3.18,3.18,0
595,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
595,Spring 2018,SS113,Pakistan Studies,3,B+,3.33,2.9,3.04,0
595,Spring 2018,SS122,English Composition,3,C+,2.33,2.9,3.04,0
595,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
595,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
596,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
596,Fall 2017,CL118,Programming Fundamentals - Lab,1,C,2,2.31,2.31,0
596,Spring 2018,CL217,Computer Programming Lab,1,C,2,2.49,2.4,0
596,Fall 2017,CS118,Programming Fundamentals,3,C-,1.67,2.31,2.31,0
596,Fall 2018,CS201,Data Structures,3,B-,2.67,2.77,2.52,0
596,Spring 2018,CS217,Computer Programming,3,C-,1.67,2.49,2.4,0
596,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
596,Fall 2017,EE182,Basic Electronics,3,D+,1.33,2.31,2.31,0
596,Spring 2018,EE227,Digital Logic Design,3,B,3,2.49,2.4,0
596,Spring 2018,EL227,Digital Logic Design - Lab,1,C+,2.33,2.49,2.4,0
596,Fall 2017,MT104,Linear Algebra,3,B,3,2.31,2.31,0
596,Fall 2017,MT119,Calculus and Analytical Geometry,3,B-,2.67,2.31,2.31,0
596,Spring 2018,MT224,Differential Equations (Cal II),3,B-,2.67,2.49,2.4,0
596,Fall 2017,SL101,English Language Lab,1,C+,2.33,2.31,2.31,0
596,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
596,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
596,Fall 2017,SS101,English Language,3,B,3,2.31,2.31,0
596,Spring 2018,SS111,Islamic and Religious Studies,3,B+,3.33,2.49,2.4,0
596,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
596,Spring 2018,SS122,English Composition,3,C,2,2.49,2.4,0
596,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
596,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
597,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
597,Fall 2017,CL118,Programming Fundamentals - Lab,1,C,2,1.43,1.43,2
597,Spring 2018,CL217,Computer Programming Lab,1,F,0,0.77,1.43,2
597,Fall 2017,CS118,Programming Fundamentals,3,D+,1.33,1.43,1.43,2
597,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
597,Spring 2018,CS217,Computer Programming,3,F,0,0.77,1.43,2
597,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
597,Fall 2017,EE182,Basic Electronics,3,F,0,1.43,1.43,2
597,Spring 2018,EE182,Basic Electronics,3,F,0,0.77,1.43,2
597,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
597,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
597,Fall 2017,MT104,Linear Algebra,3,D+,1.33,1.43,1.43,2
597,Fall 2017,MT119,Calculus and Analytical Geometry,3,F,0,1.43,1.43,2
597,Spring 2018,MT119,Calculus and Analytical Geometry,3,C-,1.67,0.77,1.43,2
597,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
597,Fall 2017,SL101,English Language Lab,1,B+,3.33,1.43,1.43,2
597,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
597,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
597,Fall 2017,SS101,English Language,3,A-,3.67,1.43,1.43,2
597,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
597,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
597,Spring 2018,SS122,English Composition,3,C-,1.67,0.77,1.43,2
597,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
597,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
598,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
598,Fall 2017,CL118,Programming Fundamentals - Lab,1,B-,2.67,2,2,0
598,Spring 2018,CL217,Computer Programming Lab,1,C-,1.67,1.39,1.69,0
598,Fall 2017,CS118,Programming Fundamentals,3,C+,2.33,2,2,0
598,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
598,Spring 2018,CS217,Computer Programming,3,D+,1.33,1.39,1.69,0
598,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
598,Fall 2017,EE182,Basic Electronics,3,D,1,2,2,0
598,Spring 2018,EE227,Digital Logic Design,3,D+,1.33,1.39,1.69,0
598,Spring 2018,EL227,Digital Logic Design - Lab,1,B,3,1.39,1.69,0
598,Fall 2017,MT104,Linear Algebra,3,D+,1.33,2,2,0
598,Fall 2017,MT119,Calculus and Analytical Geometry,3,C-,1.67,2,2,0
598,Spring 2018,MT224,Differential Equations (Cal II),3,F,0,1.39,1.69,0
598,Fall 2017,SL101,English Language Lab,1,B+,3.33,2,2,0
598,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
598,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
598,Fall 2017,SS101,English Language,3,B,3,2,2,0
598,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
598,Spring 2018,SS113,Pakistan Studies,3,C+,2.33,1.39,1.69,0
598,Spring 2018,SS122,English Composition,3,D+,1.33,1.39,1.69,0
598,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
598,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
599,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
599,Fall 2017,CL118,Programming Fundamentals - Lab,1,C-,1.67,1.33,1.33,0
599,Spring 2018,CL118,Programming Fundamentals - Lab,1,B,3,2.71,2.37,0
599,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
599,Spring 2018,CS118,Programming Fundamentals,3,A+,4,2.71,2.37,0
599,Fall 2017,CS118,Programming Fundamentals,3,D,1,1.33,1.33,0
599,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
599,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
599,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
599,Fall 2017,EE182,Basic Electronics,3,D+,1.33,1.33,1.33,0
599,Spring 2018,EE182,Basic Electronics,3,C,2,2.71,2.37,0
599,Spring 2018,EE227,Digital Logic Design,3,B,3,2.71,2.37,0
599,Spring 2018,EL227,Digital Logic Design - Lab,1,A,4,2.71,2.37,0
599,Fall 2017,MT104,Linear Algebra,3,D+,1.33,1.33,1.33,0
599,Spring 2018,MT119,Calculus and Analytical Geometry,3,C,2,2.71,2.37,0
599,Fall 2017,MT119,Calculus and Analytical Geometry,3,D,1,1.33,1.33,0
599,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
599,Fall 2017,SL101,English Language Lab,1,B,3,1.33,1.33,0
599,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
599,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
599,Fall 2017,SS101,English Language,3,D+,1.33,1.33,1.33,0
599,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
599,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
599,Spring 2018,SS122,English Composition,3,C,2,2.71,2.37,0
599,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
599,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
600,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
600,Spring 2018,CL118,Programming Fundamentals - Lab,1,C+,2.33,2.18,2.23,0
600,Fall 2017,CL118,Programming Fundamentals - Lab,1,D,1,1.65,1.65,0
600,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
600,Fall 2017,CS118,Programming Fundamentals,3,F,0,1.65,1.65,0
600,Spring 2018,CS118,Programming Fundamentals,3,C+,2.33,2.18,2.23,0
600,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
600,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
600,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
600,Fall 2017,EE182,Basic Electronics,3,B-,2.67,1.65,1.65,0
600,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
600,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
600,Fall 2017,MT104,Linear Algebra,3,D,1,1.65,1.65,0
600,Fall 2017,MT119,Calculus and Analytical Geometry,3,D+,1.33,1.65,1.65,0
600,Spring 2018,MT119,Calculus and Analytical Geometry,3,B+,3.33,2.18,2.23,0
600,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
600,Fall 2017,SL101,English Language Lab,1,B,3,1.65,1.65,0
600,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
600,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
600,Fall 2017,SS101,English Language,3,B,3,1.65,1.65,0
600,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
600,Spring 2018,SS113,Pakistan Studies,3,C,2,2.18,2.23,0
600,Spring 2018,SS122,English Composition,3,D,1,2.18,2.23,0
600,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
600,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
601,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
601,Fall 2017,CL118,Programming Fundamentals - Lab,1,LL,0,0,0,1
601,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
601,Fall 2017,CS118,Programming Fundamentals,3,LL,0,0,0,1
601,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
601,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
601,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
601,Fall 2017,EE182,Basic Electronics,3,LL,0,0,0,1
601,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
601,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
601,Fall 2017,MT104,Linear Algebra,3,LL,0,0,0,1
601,Fall 2017,MT119,Calculus and Analytical Geometry,3,LL,0,0,0,1
601,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
601,Fall 2017,SL101,English Language Lab,1,LL,0,0,0,1
601,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
601,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
601,Fall 2017,SS101,English Language,3,LL,0,0,0,1
601,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
601,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
601,Unknown,SS122,English Composition,3,UK,-1,0,0,0
601,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
601,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
602,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
602,Fall 2017,CL118,Programming Fundamentals - Lab,1,A,4,3.88,3.88,0
602,Spring 2018,CL217,Computer Programming Lab,1,A,4,3.76,3.82,0
602,Fall 2017,CS118,Programming Fundamentals,3,A-,3.67,3.88,3.88,0
602,Fall 2018,CS201,Data Structures,3,A-,3.67,3.88,3.84,0
602,Spring 2018,CS217,Computer Programming,3,B+,3.33,3.76,3.82,0
602,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
602,Fall 2017,EE182,Basic Electronics,3,A-,3.67,3.88,3.88,0
602,Spring 2018,EE227,Digital Logic Design,3,A+,4,3.76,3.82,0
602,Spring 2018,EL227,Digital Logic Design - Lab,1,A,4,3.76,3.82,0
602,Fall 2017,MT104,Linear Algebra,3,A+,4,3.88,3.88,0
602,Fall 2017,MT119,Calculus and Analytical Geometry,3,A,4,3.88,3.88,0
602,Spring 2018,MT224,Differential Equations (Cal II),3,A+,4,3.76,3.82,0
602,Fall 2017,SL101,English Language Lab,1,A,4,3.88,3.88,0
602,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
602,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
602,Fall 2017,SS101,English Language,3,A+,4,3.88,3.88,0
602,Spring 2018,SS111,Islamic and Religious Studies,3,A+,4,3.76,3.82,0
602,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
602,Spring 2018,SS122,English Composition,3,B+,3.33,3.76,3.82,0
602,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
602,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
603,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
603,Fall 2017,CL118,Programming Fundamentals - Lab,1,A-,3.67,3.33,3.33,0
603,Spring 2018,CL217,Computer Programming Lab,1,A-,3.67,3.02,3.18,0
603,Fall 2017,CS118,Programming Fundamentals,3,B,3,3.33,3.33,0
603,Fall 2018,CS201,Data Structures,3,A,4,3.23,3.19,0
603,Spring 2018,CS217,Computer Programming,3,B+,3.33,3.02,3.18,0
603,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
603,Fall 2017,EE182,Basic Electronics,3,A,4,3.33,3.33,0
603,Spring 2018,EE227,Digital Logic Design,3,B+,3.33,3.02,3.18,0
603,Spring 2018,EL227,Digital Logic Design - Lab,1,A-,3.67,3.02,3.18,0
603,Fall 2017,MT104,Linear Algebra,3,B,3,3.33,3.33,0
603,Fall 2017,MT119,Calculus and Analytical Geometry,3,B+,3.33,3.33,3.33,0
603,Spring 2018,MT224,Differential Equations (Cal II),3,A-,3.67,3.02,3.18,0
603,Fall 2017,SL101,English Language Lab,1,B,3,3.33,3.33,0
603,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
603,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
603,Fall 2017,SS101,English Language,3,B+,3.33,3.33,3.33,0
603,Spring 2018,SS111,Islamic and Religious Studies,3,B,3,3.02,3.18,0
603,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
603,Spring 2018,SS122,English Composition,3,D+,1.33,3.02,3.18,0
603,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
603,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
604,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
604,Fall 2017,CL118,Programming Fundamentals - Lab,1,C-,1.67,1.69,1.69,2
604,Spring 2018,CL118,Programming Fundamentals - Lab,1,C,2,1.45,1.75,2
604,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
604,Fall 2017,CS118,Programming Fundamentals,3,F,0,1.69,1.69,2
604,Spring 2018,CS118,Programming Fundamentals,3,D+,1.33,1.45,1.75,2
604,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
604,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
604,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
604,Fall 2017,EE182,Basic Electronics,3,C-,1.67,1.69,1.69,2
604,Spring 2018,EE227,Digital Logic Design,3,F,0,1.45,1.75,2
604,Spring 2018,EL227,Digital Logic Design - Lab,1,D+,1.33,1.45,1.75,2
604,Fall 2017,MT104,Linear Algebra,3,C-,1.67,1.69,1.69,2
604,Fall 2017,MT119,Calculus and Analytical Geometry,3,C+,2.33,1.69,1.69,2
604,Spring 2018,MT224,Differential Equations (Cal II),3,D+,1.33,1.45,1.75,2
604,Fall 2017,SL101,English Language Lab,1,F,0,1.69,1.69,2
604,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
604,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
604,Fall 2017,SS101,English Language,3,B+,3.33,1.69,1.69,2
604,Spring 2018,SS111,Islamic and Religious Studies,3,B,3,1.45,1.75,2
604,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
604,Unknown,SS122,English Composition,3,UK,-1,0,0,0
604,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
604,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
605,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
605,Fall 2017,CL118,Programming Fundamentals - Lab,1,F,0,0.98,0.98,0
605,Spring 2018,CL118,Programming Fundamentals - Lab,1,F,0,0.92,1.43,0
605,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
605,Fall 2017,CS118,Programming Fundamentals,3,F,0,0.98,0.98,0
605,Spring 2018,CS118,Programming Fundamentals,3,F,0,0.92,1.43,0
605,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
605,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
605,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
605,Fall 2017,EE182,Basic Electronics,3,D,1,0.98,0.98,0
605,Fall 2017,EE227,Digital Logic Design,3,F,0,2.67,2.67,0
605,Spring 2018,EE227,Digital Logic Design,3,W,0,0.92,1.43,0
605,Spring 2018,EE227,Digital Logic Design,3,C+,2.33,3,2.95,0
605,Fall 2017,EL227,Digital Logic Design - Lab,1,C+,2.33,2.67,2.67,0
605,Spring 2018,EL227,Digital Logic Design - Lab,1,W,0,0.92,1.43,0
605,Fall 2017,MT104,Linear Algebra,3,F,0,0.98,0.98,0
605,Spring 2018,MT104,Linear Algebra,3,D+,1.33,0.92,1.43,0
605,Fall 2017,MT119,Calculus and Analytical Geometry,3,F,0,0.98,0.98,0
605,Spring 2018,MT119,Calculus and Analytical Geometry,3,D+,1.33,0.92,1.43,0
605,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
605,Fall 2017,SL101,English Language Lab,1,A-,3.67,0.98,0.98,0
605,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
605,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
605,Fall 2017,SS101,English Language,3,B+,3.33,0.98,0.98,0
605,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
605,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
605,Spring 2018,SS122,English Composition,3,D+,1.33,0.92,1.43,0
605,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
605,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
606,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
606,Spring 2018,CL118,Programming Fundamentals - Lab,1,C+,2.33,2.64,2.28,0
606,Fall 2017,CL118,Programming Fundamentals - Lab,1,D,1,1.51,1.51,0
606,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
606,Fall 2017,CS118,Programming Fundamentals,3,F,0,1.51,1.51,0
606,Spring 2018,CS118,Programming Fundamentals,3,C+,2.33,2.64,2.28,0
606,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
606,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
606,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
606,Fall 2017,EE182,Basic Electronics,3,D,1,1.51,1.51,0
606,Spring 2018,EE227,Digital Logic Design,3,B-,2.67,2.64,2.28,0
